,descricao,calculado,correto,volumeTipo,qtdInsumos,farma,incerteza,ajuste,criado
37,60 CAP | ORLISTAT PO  120MG,125.01140400000001,73.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:45:34
38,60 CAP | COBRE QUELADO 1.500MG; BORO QUELADO  1MG; COMPLEXO B 100MG CAPS  100MG; BIOTINA  200MCG; VIT A   400UI; VIT E  1000UI; TIROSINA  200MG; MAGNESIO DIMALATO  300MG; PIRIDOXAL-5-FOSFATO  10MG; COENZIMA Q10 PO  100MG; ZINCO QUELADO  15MG; N ACETIL L CISTEINA  300MG,189.07399544999998,348.0,CAP,12,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:45:13
39,30 CAP | PREGABALINA  50MG; MELOXICAM  15MG; DEFLAZACORT  15MG; CICLOBENZAPRINA HCL  10MG; TRAMADOL  50MG,160.9370907,84.0,CAP,5,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:44:34
40,90 CAP | DHEA  25MG,243.00000000000003,255.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:44:13
41,60 CAP | COBRE QUELADO 1.500MG; BORO QUELADO  1MG; COMPLEXO B 100MG CAPS  100MG; BIOTINA  200MCG; VIT A   400UI; VIT E  1000UI; TIROSINA  200MG; MAGNESIO DIMALATO  300MG; PIRIDOXAL-5-FOSFATO  10MG; COENZIMA Q10 PO  100MG; ZINCO QUELADO  15MG; N ACETIL L CISTEINA  300MG,189.07399544999998,348.0,CAP,12,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:44:13
42,90 CP  | OMEGA 3 POWER (EPA 500/DHA200)  90UN,73.4136858,111.3,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:43:15
43,15 SUP | BABOSA EXT GLICOLICO  20%; SUPOSITORIO BASE PEG  15SUP,1988.733843,45.0,SUP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:43:15
44,60 CAP | CITRATO DE CALCIO  300MG; VITAMINA K2 MK7  100MCG; MAGNESIO DIMALATO  200MG,28.839516000000003,75.0,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:43:15
45,60 CAP | ROSUVASTATINA   5MG; COENZIMA Q10  200MG; ACIDO ALFA LIPOICO  100MG,219.84718619999998,256.0,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:43:15
46,90 CAP | SERENOA REPENS  80MG; EXSYNUTRIMENT-SILICIO ORGANICO  70MG; ESPIRONOLACTONA  20MG; GREEN TEA EXT SECO  200MG; ZINCO QUELADO  10MG; COBRE QUELADO  1MG; VIT C  300MG; BIOTINA  5MG,276.80141384999996,312.0,CAP,8,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:42:13
47,120 CAP | VITAMINA C   1G,96.94059192,117.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:42:13
48,240 CP  | OMEGA 3 POWER 1G  240UN,1044.1057536,252.4,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:42:13
49,60 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI; VITAMINA A OLEOSA ORAL  500UI; VITAMINA K2 LIQ SOL MAE  300MCG,11.517600000000002,43.6,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:42:13
50,60 CAP | ORLISTAT PO  255MG,265.64923350000004,139.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:41:34
51,60 CAP | EPIMEDIUM ICARIIM  500MG,287.87489999999997,151.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:40:34
52,120 CAP | OCITOCINA DIL.1:100% INT  10UI,26.833464000000003,108.93,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:40:34
53,20 G   | ACIDO SALICILICO  30%; VASELINA SOLIDA  20G,4.4222652,45.0,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:40:13
54,60 CAP | TEACRINE  100MG; TRANSRESVERATROL  50MG; PICNOGENOL  50MG; ASTAXANTINA  5MG; DIM  100MG,249.0662613,265.0,CAP,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:40:13
55,30 ML  | TALASPHERES DE VIT C  10%; BASE SERUM   30G,41.9349987,69.0,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:40:13
56,200 ML  | ACIDO GLICOLICO  10%; UREIA  8%; LACTATO DE AMONIA  10%; OLEO UVA  5%; OAD  5%; BASE LOCAO  200ML,88.9834274,82.0,ML,6,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:40:13
57,60 ML  | ROSMARINUS OFFICINALIS TINTURA  50%; MAYTENUS ILICIFOLIA TINTURA  50%,15.505761,48.4,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:40:13
58,30 CAP | OLEO DE OREGANO  250MG,5.295675,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:40:13
59,150 ML  | HAMAMELIS EXT GLICOLICO  3%; PROPOLIS EXT GLICOLICO  2%; ALOE VERA GLICOLICO  2%; BASE SABONETE  150ML,18.5030163,47.0,ML,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:39:12
60,60 ENV | BROMELINA  100MG; AMILASE  100MG; LIPASE 50.000FPI/G  100MG; SABOR LARANJA  1G; PO PARA SACHE COM FIBRAS  2G,100.63929599999999,125.4,ENV,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:39:12
61,30 ENV | GLUTAMINA  5G,64.242135,89.5,ENV,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:39:12
62,120 CAP | PICNOGENOL  50MG,42.37191,34.2,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:38:34
63,"200 ML  | SH SULFETO SELENIO 2,5%  200ML",37.62236,53.0,ML,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:38:12
64,270 CAP | HIDROCORTISONA BASE  3MG,40.86933894,75.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:38:12
65,10 ML  | OCITOCINA P/ GOTAS ORAIS  10UI; SOLUCAO GOTAS P/ OCITOCINA 0.100ML,253.262758655,46.5,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:37:12
66,120 CAP | LICOPENE  10MG,128.428608,152.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:36:34
67,60 CAP | SERENOA REPENS  50MG; NUTRICOLIN  50MG; BIOTINA 2.500MG; CISTINA  20MG; PANTOTENATO DE CALCIO  60MG; ZINCO QUELADO  10MG; QUERATINA   20MG; TIAMINA  60MG; PABA  20MG; LEVEDURA MEDICINAL  100MG,123.78387120000001,142.0,CAP,10,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:36:12
68,60 CAP | MARAPUAMA  200MG,0.4248,24.9,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:35:34
69,60 CAP | TADALAFILA  10MG,46.518575999999996,76.5,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:35:34
70,30 CAP | FLUOXETINA  20MG,7.404566399999999,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:35:13
71,120 CAP | VIT D3  10000UI; VIT C  1G; ZINCO QUELADO  20MG,20.1387072,150.0,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:35:13
72,30 CAP | LACTOBACILLUS GASSERI  100MG; LACTOBACILLUS REUTERI  100MG; LACTOBACILLUS LONGUM  100MG; LACTOBACILLUS ACIDOPHILUS  20MG; PARACASEI LACTOBACILLUS   20MG; LACTOBACILLUS PLANTARUM   10MG; BIFIDOBACTERIUM HELVETICUS  100MG; BIFIDOBACTERIA BIFIDUM  20MG,28.119533999999998,59.5,CAP,8,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:34:12
73,30 CAP | GABA  500MG; 5HTP  100MG; MELATONINA  5MG; MAGNOLIA OFFICINALIS  150MG; ZINCO  10MG; ASPARTATO DE MAGNÉSIO  100MG; FENILALANINA  100MG,149.80799219999997,171.4,CAP,7,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:34:12
74,60 CAP | DL-METIONINA  200MG; L-CISTEINA  100MG; COLAGENO HIDROLIZADO  25MG; PANTOTENATO DE CALCIO  25MG; VITAMINA B2  1MG; VITAMINA B6  10MG; VITAMINA E PO  3MG; CISTINA-L  25MG; SILICIO ORGANICO  5MG; MSM  150MG; BIOTINA DIL. 10% INT  200MCG,57.39370637999999,43.5,CAP,11,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:32:34
75,60 CAP | ACIDOPHILUS LACTOBACILLUS  200MG; PARACASEI LACTOBACILLUS   100MG; LACTOBACILLUS LACTIS  100MG; BIFIDOBACTERIA BIFIDUM  200MG; BIFIDOBACTERIUM LONGUM  100MG; BIFIDOBACTERIUM BREVE  100MG,129.743742,148.5,CAP,6,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:32:12
76,16 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  50000UI,21.84,43.5,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:32:12
77,30 CAP | POMEGRANATE  250MG; LUTEINA 10%  20MG; PYCNOGENOL  120MG,73.53400350000001,55.0,CAP,3,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,4,0,2020-07-17 11:31:34
78,30 CAP | MELATONINA  3MG,21.97797768,43.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,1,0,2020-07-17 11:31:13
79,200 ML  | MELATONINA  0.100%; PCA ZN  1%; D PANTENOL 0.500%; BASE SHAMPOO TRANSPARENTE  200ML,72.68485999999999,109.2,ML,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:31:13
80,300 ML  | MOROSIL  500MG; DRENOW C  500MG; SABOR LARANJA  1G; SHOT SOLUCAO BASE  10ML,3784.2698939999996,187.0,ML,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:31:13
81,30 CAP | COMPLEXO B 50MG  50MG; ACIDO ALFA LIPOICO  100MG; COENZIMA Q10 PO  30MG; QUERCETINA  100MG; RESVERATROL  30MG; BIOPQQ  5MG,73.54397700000001,99.5,CAP,6,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:31:13
82,60 CAP | BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LACTIS  50MG; BIFIDOBACTERIUM INFANTIS  50MG; ACIDOPHILUS LACTOBACILLUS  100MG; BULGARICUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  50MG; INULINA  200MG,79.289826,99.0,CAP,7,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:31:13
83,30 CAP | CRAMBERRY EXT SECO  300MG,37.763712,59.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:29:13
84,7 OVL | ACIDOPHILUS LACTOBACILLUS  1G; OVULO BASE PEG  1OVL,29.31529776,48.8,OVL,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:29:13
85,120 CAP | BIOTINA DIL. 10% INT  5MG,67.74,70.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:28:37
86,30 ML  | TERBINAFINA  3%; FLUCONAZOL  2%; ITRACONAZOL  2%; DMSO  10%; OLEO MELALEUCA  10%; SOL HIDROALCOOLICO  30ML,72.59210250000001,43.0,ML,6,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:27:34
87,60 CAP | CACTINEA  500MG,80.80467,126.5,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:27:34
88,60 CAP | MOROSIL  500MG,221.58498,203.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:27:34
89,60 CAP | PQQ  10MG,80.13600000000001,140.6,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:27:34
90,60 CAP | 5-HTP  100MG,81.203754,65.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:27:34
91,200 G   | UREIA  20%; LACTATO DE AMONIA  12%; ALANTOINA  1%; GLICERINA  10%; OLEO UVA  6%; BETAMETASONA VALERATO 1:10  0.050%; BASE CREME  200G,261.6269608,105.0,G,7,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:27:12
92,600 G   | PEG 4000  600G,97.82532,95.0,G,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:27:12
93,60 CAP | PAROXETINA  30MG,167.82753960000002,66.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:26:34
94,60 CAP | IOIMBINA  5MG,7.9694292,30.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:26:34
95,60 CAP | VITAMINA D   4000UI,3.552,44.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:26:12
96,60 CAP | VITAMINA C REVESTIDA  500MG; ZINCO  30MG,38.8639704,42.0,CAP,2,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,4,0,2020-07-17 11:25:34
97,60 CAP | TADALAFILA  6MG,27.9111456,40.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:25:34
98,60 G   | METRONIDAZOL  1%; GEL CARBOPOL ROVAL  60G,16.21404402,50.0,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:25:13
99,60 CAP | MELATONINA  5MG,73.2599256,53.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,1,0,2020-07-17 11:24:34
100,60 ENV | CAFEINA BASE ANIDRA  150MG; CREATINA MONOHIDRATADA  3G; BETA ALANINA  2G; SABOR LARANJA  1G; PO P/ REFRESCO S/ MALTODEX 4.500G,191.2233195,221.1,ENV,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:22:13
101,60 G   | TESTOSTERONA BIOIDENTICA  5MG; PENTRAVAN  1G,3240.745974,139.1,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:22:13
102,120 ML  | MINOXIDIL  5%; PROPILENOGLICOL  10%; D-PANTENOL  5%; BIOTINA DIL.1:100 EXT 0.010%; SOL HIDROALCOOLICO  120ML,62.3693784,66.5,ML,5,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:21:34
103,60 CAP | DL-METIONINA  200MG; L-CISTEINA  100MG; COLAGENO HIDROLIZADO  25MG; PANTOTENATO DE CALCIO  25MG; VITAMINA B2  1MG; VITAMINA B6  10MG; VITAMINA E PO  3MG; CISTINA-L  25MG; SILICIO ORGANICO  5MG; MSM  150MG; BIOTINA DIL. 10% INT  200MCG,57.39370637999999,43.5,CAP,11,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:20:34
104,60 CAP | PICOLINATO DE CROMO  350MCG,1.974,21.5,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:18:34
105,60 CAP | BIOTINA DIL. 10% INT  5MG,33.87,42.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:17:34
106,60 CAP | CAPSIATE 40%  4MG,17.299008,27.5,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:17:34
107,15 ML  | VITAMINA D3 1:100  4000UI; VIT A   1000UI; SOLUCAO SUBLINGUAL 0.500ML,8086.7267775,40.0,ML,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:17:12
108,15 ML  | CONC VITAMINA B12  500MCG; METILFOLATO 1:10  200MCG; SOLUCAO SUBLINGUAL 0.050ML,825.0004477500001,77.0,ML,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:16:12
109,60 CAP | INSEA 2  250MG,285.24600000000004,108.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:14:34
110,60 CAP | MAGNESIO DIMALATO  400MG,31.291104000000004,55.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:14:12
111,4 CAP | IVERMECTINA  6MG,2.23656912,19.9,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:13:34
112,60 CAP | BETAINA CLORIDRATO  150MG; ESPINHEIRA SANTA  20MG; LIPASE  20MG; AMILASE  20MG; PROTEASE  25MG; PANCREATINA  50MG; BROMELINA  50MG; LACTASE  30MG; PEPSINA  25MG; SILIMARINA  70MG; PAPAINA  30MG; BERBERINA  75MG,104.16307409999999,91.0,CAP,12,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-17 11:11:34
113,90 CAP | OMEPRAZOL 20MG  90CAP,82.6402176,73.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:09:12
114,90 CAP | VITAMINA D3   10000UI; VITAMINA K2  100MCG,41.023872,70.6,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:09:12
115,120 CAP | COLECALCIFEROL  5000UI; VITAMINA K2 PÓ 1:10  100MCG,45.818495999999996,75.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 11:06:12
116,60 CAP | TEACRINE  200MG,212.93280000000001,228.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 11:03:12
117,60 CAP | T4  15MCG; T3  3MCG,1.46870028,45.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 10:46:11
118,60 CAP | PEAK ATP  400MG; TEACRINE  100MG; CARNITINA L  100MG,722.6259660000001,725.0,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 10:43:12
119,270 CAP | HEXANICOTINATO DE INOSITOL  100MG; BERBERINA  150MG; BENFOTIAMINE  100MG,786.999726,740.0,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 10:43:12
120,60 G   | TESTOSTERONA BASE  2MG; VEICULO ULTRA ABSOR HORMONAL  1G,2370.6234,110.0,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-17 10:42:12
121,60 CAP | INDOL 3 CARBINOL  200MG,122.37870000000001,143.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-17 10:42:12
