,descricao,calculado,correto,volumeTipo,qtdInsumos,farma,incerteza,ajuste,criado
36,60 CAP | PYCNOGENOL  100MG,42.37191,30.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-25 19:29:35
37,60 CAP | VITAMINA D (USO INT)  2000UI,1.776,26.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-25 19:29:35
38,60 CAP | CARBONATO DE CALCIO  600MG,17.91828,32.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-25 19:29:35
39,90 CAP | OXANDROLONA  10MG,74.1251736,156.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-25 19:29:35
40,60 CAP | MELATONINA  5MG,73.2599256,48.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,1,0,2020-07-25 19:29:35
41,15 G   | VITAMINA A OLEOSA PURA  20000UI; CREME NAO IONICO  15G,0.9015299999999999,24.0,G,2,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,4,0,2020-07-25 19:29:35
42,120 CAP | OXANDROLONA  10MG,98.83356479999999,201.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-25 19:29:35
43,60 CAP | PREGABALINA  25MG,35.7,52.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-25 19:29:35
44,90 CAP | LAMOTRIGINA  100MG,148.60467899999998,150.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-25 19:29:35
45,100 G   | UREIA  10%; CREME LANETTE  100G,5.669464,36.0,G,2,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,4,0,2020-07-25 19:29:35
46,90 CAP | VITAMINA D3 1:1000 INT  1000UI,1.332,33.0,CAP,1,DA70CB1E-FBEA-4CBA-97E9-509A8D2050C2,0,0,2020-07-25 19:29:35
47,"200 ML  | ACIDO SALICILICO  20%; ESSENCIA ELEGANCE  1%; SH SULFETO SELENIO 2,5%  200ML",60.9413378,66.1,ML,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 19:25:09
48,15 G   | TRETINOINA 0.075%; CREME HIDROQUINONA 10%  1%; CERASOMOSIDES  1%; CREME COMPLET BASE  15G,29.820124515000003,48.0,G,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 19:24:10
49,60 CAP | GLUCOMANNAN PO  500MG,28.75278,50.6,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:20:09
50,90 CAP | VITAMINA D  4000UI,5.328,47.4,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:18:09
51,30 CAP | NORTRIPTILINA  15MG; CARISOPRODOL  200MG; PREDNISONA  5MG,42.194824350000005,63.6,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:17:10
52,270 CAP | HARPAGOPHYTUM PROCUMBENS  400MG; BOSWELLIA SERRATA  100MG,223.38919800000002,255.6,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:15:09
53,30 CAP | MOROSIL  400MG; CACTI-NEA  500MG,129.036327,154.1,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:13:10
54,60 CAP | CROCUS SATIVUS  90MG,76.132791,101.5,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:09:09
55,60 CAP | TRIBULUS TERRESTRIS EXT SECO  500MG,36.462,59.1,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:01:10
56,60 CAP | IOIMBINA CLORIDRATO  10MG,15.9388584,43.6,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:01:10
57,90 CAP | TAURINA  500MG,20.034,47.4,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:01:10
58,120 CAP | FENILALANINA  350MG; TIROSINA  150MG,88.08596399999999,111.4,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:01:10
59,90 CAP | ADVANTRA  400MG; PICOLINATO DE CROMO  60MCG,71.02738799999999,91.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:01:10
60,30 CAP | VITAMINA E  400UI,27.250812000000003,49.4,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 19:01:10
61,30 CAP | BETACAROTENO  15MG,16.891731000000004,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 19:01:10
62,90 CAP | VITAMINA C REVESTIDA  1G,71.279847,96.6,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 19:01:10
63,60 CAP | ORLISTAT  120MG,125.01140400000001,143.5,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:52:09
64,60 CAP | HESPERIDINA  250MG; CISSUS QUADRANGULARIS MAX  500MG; IRVINGIA GABONESIS EXT SECO  350MG,167.62577699999997,190.8,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:52:09
65,60 CAP | CURCUMA LONGA  600MG; PIPERINA  5MG,128.9871,150.1,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:52:09
66,30 ENV | MOROSIL  200MG; CACTIN  350MG; ASIATICOSÍDIO  10MG; CHA VERDE SOLUVEL  250MG; CASTANHA DA INDIA  400MG; GENGIBRE PO  250MG; CAVALINHA  200MG; HIBISCUS EXT SECO  200MG; PHOLIAMAGRA  200MG; PICOLINATO CROMO 1:10  100MCG; SABOR LARANJA  1G; BASE EFERVESCENTE PARA SACHE 3.500G,192.86368023,217.8,ENV,12,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:51:09
67,30 CAP | PARACASEI LACTOBACILLUS   100MG; RHAMNOSUS LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  300MG; GASSERI LACTOBACILLUS  500MG; BIFIDOBACTERIUM LACTIS  300MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,99.970482,120.0,CAP,6,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:49:09
68,14 ENV | GLUTAMINA  8G; INULINA  2G; PO PARA SACHE COM FIBRAS  2G,67.61035344000001,92.8,ENV,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:49:09
69,20 ML  | CONC METILCOBALAMINA  1MG; AROMA FRAMBOESA SEM COR LIQ 0.300%; SOLUCAO SUBLINGUAL 0.100ML,8878.2501511,88.6,ML,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 18:48:09
70,30 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI,10.56,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:46:09
71,100 ML  | MINOXIDIL   2%; LOCAO CAPILAR BASE  100ML,18.3795196,41.0,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:34:09
72,30 CAP | TRIANCINOLONA ORAL  6MG; CETIRIZINA  5MG; CIMETIDINE  5MG; VITAMINA C  200MG,53.35173492,75.8,CAP,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:29:09
73,60 CAP | VITAMINA C  500MG; ZINCO  20MG,33.8292936,55.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 18:23:09
74,60 CAP | PINUS PINASTER EXTRACT  50MG; CENTELLA ASIATICA EXT SECO  200MG; CITRUS AURANTIUM EXT SECO  200MG; MOROSIL  300MG,195.778527,213.8,CAP,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:23:09
75,30 CAP | MAGNESIO QUELADO 30%  350MG,18.712869,42.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:22:09
76,30 G   | LIDOCAINA 1.500%; NIFEDIPINA 0.300%; BASE GEL  30G,11.59381269,45.0,G,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 18:20:09
77,30 CAP | QUERCETINA  150MG; ZINCO QUELADO  20MG; NAC  100MG; VIT A   5000UI; VIT C  200MG; VIT D3  4000UI; RESVERATROL  5MG; IMUNO TF  25MG; COENZIMA Q10 PO  50MG,127.66664279999999,156.9,CAP,9,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:18:09
78,100 ML  | SOLUCAO DE MINOXIDIL 5%  5%,46.388883,59.0,ML,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,1,0,2020-07-25 18:18:09
79,120 CAP | GINKGO BILOBA EXT SECO  120MG,70.173504,98.05,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:09:09
80,180 CAP | CURCUMA LONGA  500MG,279.999,302.7,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:09:09
81,60 CAP | ACIDO ALFA LIPOICO  500MG,113.49018000000001,155.1,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:09:09
82,28 CAP | SUBCITRATO DE BISMUTO  240MG,40.84508736,61.6,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 18:09:09
83,30 UN  | MELAO SAO CAETANO EXT GLICOLIC  16%; SUPOSITORIO BASE PEG  1SUP,599.8913244,54.0,UN,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 18:09:09
84,60 CAP | DIACEREINA  40MG; COLAGENO TIPO 2  40MG,116.76816,140.2,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:58:09
85,120 ML  | SAW PALMETO EXTRATO GLICOLICO  2%; D PANTENOL TOPICO  2%; EXTRATO JABORANDI GLICOLICO  3%; BASE SHAMPOO TRANSPARENTE  120ML,15.290820240000002,50.0,ML,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:56:08
86,60 CAP | ASTAXANTINA  5MG,5.7239763,43.6,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:52:13
87,60 CAP | VITAMINA C   1G; ZINCO QUELADO  30MG,63.57432636,85.8,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:52:13
88,200 G   | UREIA  20%; BASE CREME  200G,181.525216,54.0,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:51:08
89,30 G   | HIDROQUINONA PO  4%; CREME LUMINOUS AXILA E VIRILHA  30G,108.2306097,124.0,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:50:08
90,30 G   | TRETINOINA 0.050%; CREME HIDROQUINONA 10%  5%; TRIANCINOLONA BASE 0.010%; BASE CREME  30G,18.7848075876,44.9,G,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:47:08
91,100 ML  | FOSFATO TRIBASICO  155MG; SUSPENSAO SUGAR FREE BASE  1ML,65.3400108,41.0,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:47:08
92,30 G   | UREIA  20%; ACIDO SALICILICO  2%; BETAMETASONA 1:10 - TOPICO 0.050%; BASE CREME  30G,10.336303140000002,36.9,G,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:40:08
93,120 ML  | VITAMINA D   7000UI,354317.04000000004,75.0,ML,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:40:08
94,120 ML  | ZINCO  10MG; BASE SUSPENSAO  5ML,299.654808,45.0,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:40:08
95,120 ML  | VITAMINA C   500MG,285.1194,45.0,ML,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:37:09
96,20 G   | ACIDO RETINOICO FORMUL 0.025%; CREME NAO IONICO  20G,3.1777208999999997,44.9,G,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:36:09
97,120 ML  | TIMOMODULINA  40MG,1081.7694720000002,185.0,ML,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:36:09
98,600 G   | PEG 4000  600G,97.82532,95.0,G,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:30:09
99,30 CAP | UBIQUINOL  100MG; VITAMINA C REVESTIDA  500MG; MIX DE TOCOFEROIS  400MG; N ACETIL L CISTEINA  400MG; ZINCO QUELADO  30MG; SELENIO QUELADO  30MCG; ACIDO ALFA LIPOICO  300MG; BETAINA HCL  150MG; VITAMINA D  4000UI; VITAMINA A  667UI; BETACAROTENO  1333UI,332.9263515,462.9,CAP,11,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:28:09
100,60 CAP | PIRIDOXAL-5-FOSFATO  5MG; MAGNESIO QUELADO   100MG; RIBOFLAVINA  5MG; METILFOLATO 1:10  350MCG; COLINA BITARTARATO  200MG,44.135366399999995,56.1,CAP,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:27:08
101,30 UN  |  METILCOBALAMINA  1000MCG; AROMA MORANGO LIQ S/ COR 0.300%; BASE PASTILHA SUBLINGUAL  1UN,1894.6113333,51.2,UN,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:26:08
102,60 CAP | N ACETIL L CISTEINA  300MG; BETAMUNE  200MG; ZINCO QUELADO  30MG; VITAMINA C REVESTIDA  300MG,74.9326224,100.5,CAP,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:25:08
103,60 CAP | VITAMINA D3 OLEOSA  4000UI,8.448,43.6,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:24:08
104,60 CAP | TRAMADOL   25MG; DIACEREINA  50MG; PREGABALINA  50MG,152.710314,169.5,CAP,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:21:09
105,15 ML  | HIDROXIDO DE POTASSIO  5%; AGUA DESTILADA  15ML,0.9927438000000002,40.0,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:18:08
106,60 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI,21.822000000000003,47.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:15:08
107,100 ML  | ASTAXANTINA  20MG; COENZIMA Q10 PO  10MG; SUSPENSAO SUGAR FREE BASE  1ML,223.3192368,66.7,ML,3,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:15:08
108,30 CAP | ZINCO QUELADO  30MG,7.5520152,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:13:08
109,10 ML  | ACIDO TRICLOROACETICO  30%; AGUA DESTILADA  10ML,5.348177,35.0,ML,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:13:08
110,60 CAP | COENZIMA Q10  100MG; AMIDO 2.500MG,87.01329,110.0,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:13:08
111,60 CP  | CAPSULA DE LUGOL 5%  60UN,20.0243808,48.0,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 17:13:08
112,15 CAP | VITAMINA D  3000UI,0.666,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:12:08
113,60 CP  | CALCIO PLUS   60UN,67.8437244,84.5,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:08:08
114,120 CAP | ZINCO QUELADO  30MG; VITAMINA C  2G,224.08924464,235.5,CAP,2,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:07:08
115,8 CAP | VITAMINA D3 1:100  50000UI,5.92,45.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:07:08
116,90 CAP | VITAMINA D  14000UI,18.648,47.4,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:05:08
117,12 CAP | IVERMECTINA  6MG,6.7097073599999995,39.9,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:02:08
118,120 CAP | CASTANHA DA INDIA EXTRATO SECO  200MG,17.172,54.3,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:01:08
119,30 CAP | BIFIDOBACTERIA BIFIDUM  500MG; LACTOBACILLUS ACIDOPHILUS  90MG; RHAMNOSUS LACTOBACILLUS  90MG; CASEI LACTOBACILLUS  90MG; INULINA  200MG,50.525773199999996,74.1,CAP,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:01:08
120,60 CAP | MELATONINA  5MG,73.2599256,93.0,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,1,0,2020-07-25 17:01:08
121,30 ENV | BIFIDOBACTERIUM LACTIS  50MG; BIFIDOBACTERIUM INFANTIS  50MG; ACIDOPHILUS LACTOBACILLUS  100MG; LACTOBACILLUS BULGARICUS  100MG; RHAMNOSUS LACTOBACILLUS  50MG; PSILIUM  200MG; PO PARA SACHE COM FIBRAS  2G,40.1105298,69.7,ENV,7,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 17:00:08
122,60 CAP | TRIBULUS TERRESTRIS EXT SECO  500MG,36.462,59.3,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 16:58:08
123,60 CP  | VITAMINA D 10.000UI CAPS  60CAP,34.85999880000001,53.04,CP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 16:58:08
124,30 CAP | VITAMINA E 50% PO  400UI,27.250812000000003,49.4,CAP,1,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 16:56:08
125,100 ML  | BICARBONATO DE SODIO  2%; OLEO DE MELALEUCA 0.500%; MENTOL 0.100%; SABONETE GEL  100ML,7.067398000000001,40.5,ML,4,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 16:55:09
126,60 CAP | BIOTINA  45MCG; COBRE 1.800MG; TIAMINA 2.020MG; RIBOFLAVINA 2.600MG; NIACINA  32MG; ACIDO PANTOTENICO  5MG; VIT B6 2.600MG; VIT B12 4.800MCG; VIT C  90MG; VIT E  20MG; FERRO GLICINA  28MG; SELENIO   68MCG; ZINCO  14MG,28.9800291384,53.6,CAP,13,2CF4EC23-F78C-4318-98BE-7FBD17318958,4,0,2020-07-25 16:54:08
127,30 CAP | ARGININA  200MG; ZINCO  10MG; VITAMINA C  200MG; QUERCETINA  100MG; VITAMINA D  5000UI,27.928646399999998,49.0,CAP,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 16:54:08
128,90 CAP | ARGININA  200MG; ZINCO  10MG; VITAMINA C  200MG; QUERCETINA  100MG; VITAMINA D  5000UI,83.7859392,102.1,CAP,5,2CF4EC23-F78C-4318-98BE-7FBD17318958,0,0,2020-07-25 16:54:08
